sample_idx,reconstruction_idx,fc1_min_abs_diff,fc1_mean_abs_diff,fc1_max_abs_diff,fc2_min_abs_diff,fc2_mean_abs_diff,fc2_max_abs_diff,fc3_min_abs_diff,fc3_mean_abs_diff,fc3_max_abs_diff,all_layers_max_diff,all_layers_min_of_max
2,0,0.007069095969200134,0.3529609441757202,0.8470642566680908,0.0025205612182617188,0.13920514285564423,0.4622470736503601,0.05612838268280029,0.07932326942682266,0.10825848579406738,0.8470642566680908,0.10825848579406738
2,1,0.0010659992694854736,0.06339466571807861,0.254051148891449,0.0010924935340881348,0.023605724796652794,0.0603717565536499,0.00022840499877929688,0.00038896998739801347,0.0005571842193603516,0.254051148891449,0.0005571842193603516
2,2,0.007262051105499268,0.5346988439559937,1.6671102046966553,0.009043276309967041,0.19223450124263763,0.5182969570159912,0.016705751419067383,0.023779064416885376,0.03572869300842285,1.6671102046966553,0.03572869300842285
2,3,0.04570174217224121,0.4110317528247833,1.5984991788864136,0.004225865006446838,0.1463848352432251,0.4327973425388336,0.03398752212524414,0.03841666504740715,0.041702985763549805,1.5984991788864136,0.041702985763549805
2,4,0.007816672325134277,0.2705268859863281,1.0985337495803833,0.0033239126205444336,0.12419772148132324,0.302898108959198,0.0001359879970550537,0.003823985578492284,0.010252594947814941,1.0985337495803833,0.010252594947814941
3,0,0.002999722957611084,0.4314594268798828,1.2378736734390259,0.028116703033447266,0.21083572506904602,0.5110032558441162,0.018047690391540527,0.022328337654471397,0.02861642837524414,1.2378736734390259,0.02861642837524414
3,1,0.0283392071723938,0.30478522181510925,1.0765844583511353,0.0017641186714172363,0.11339018493890762,0.2649046778678894,0.0003408193588256836,0.01437715720385313,0.023054838180541992,1.0765844583511353,0.023054838180541992
3,2,0.013218522071838379,0.4780224561691284,1.4548473358154297,0.03378033638000488,0.31192418932914734,0.7398123741149902,0.11897683143615723,0.15264809131622314,0.21065807342529297,1.4548473358154297,0.21065807342529297
3,3,0.028715848922729492,0.545448899269104,1.51673424243927,0.03554081916809082,0.21403560042381287,0.6534323692321777,0.0071563720703125,0.013211051933467388,0.025031685829162598,1.51673424243927,0.025031685829162598
3,4,0.005231499671936035,0.43510788679122925,1.2885767221450806,0.005295276641845703,0.20932263135910034,0.7192538976669312,0.018917202949523926,0.03002862073481083,0.039904117584228516,1.2885767221450806,0.039904117584228516
4,0,0.016640067100524902,0.6989403963088989,2.1095969676971436,0.053661227226257324,0.49311304092407227,1.1185851097106934,0.07381010055541992,0.0888570174574852,0.11257195472717285,2.1095969676971436,0.11257195472717285
4,1,0.021450519561767578,0.3014395534992218,0.8338478207588196,0.004258334636688232,0.11131034046411514,0.2910839915275574,0.08395576477050781,0.09606122970581055,0.11590385437011719,0.8338478207588196,0.11590385437011719
4,2,0.00714874267578125,0.4214835464954376,1.298977255821228,0.01188051700592041,0.2650800943374634,0.5687764883041382,0.009878039360046387,0.03176041319966316,0.047751665115356445,1.298977255821228,0.047751665115356445
4,3,0.013726353645324707,0.6040905117988586,1.212849736213684,0.03304290771484375,0.35082128643989563,0.9144773483276367,0.07817983627319336,0.11541541665792465,0.13765478134155273,1.212849736213684,0.13765478134155273
